#WAGON_DATA
wagonName,BABA
wagonMeshIndex,0
primaryMaterial,Prune
secondaryMaterial,OrangeSanguine
stationId,2
stationSplineId,0

#PATH_DATA
time,posX,posY,posZ,rotX,rotY,rotZ,rotW
0.01999999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.03999998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.05999998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.07999997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.09999996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.12,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.14,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.16,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.1799999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.1999999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.2199999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.2399999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.2599999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.2799999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.2999999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.3199999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.3399999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.3599998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.3799998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.3999998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.4199998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.4399998,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.4599997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.4799997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.4999997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.5199997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.5399997,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.5599996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.5799996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.5999996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.6199996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.6399996,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.6599995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.6799995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.6999995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.7199995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.7399995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.7599995,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.7799994,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.7999994,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.8199994,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.8399994,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.8599994,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.8799993,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.8999993,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.9199993,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.9399993,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.9599993,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.9799992,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
0.9999992,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
1.019999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
1.039999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
1.059999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
1.079999,31.59582,0.704368,80.70695,4.041195E-05,-0.7398505,0.00381577,0.6727606
